ลำดับ,วันที่,เวลาเริ่ม,เวลาสิ้นสุด,ระยะเวลาดับ_นาที,สถานที่,รหัสอุปกรณ์,จำนวนผชฟ_กระทบ,สภาพอากาศ,สาเหตุ,ช่องทางการแจ้ง,เวลารับแจ้ง,เวลาออกปฏิบัติงาน,เวลาเสร็จงาน,เวลาแก้ไข_นาที,ผู้ปฏิบัติงาน,ยานพาหนะ,อุปกรณ์_รายการ,อุปกรณ์_จำนวน,หมายเหตุ,date_iso
514,25 ก.พ. 2569,04:39,06:31,112,กฟส.ท่าอุเทน (XS),,326,ฝนตก ลมแรง,สภาพสิ่งแวดล้อม-ฟ้าผ่า,ศจฟ,04:38,05:31,07:32,121,1. วีระพงษ์ วงตรี  | 2. สุรธวัช วุฒิสาร,รถ : รถแก้ไฟท่าอุเทน,,,,2026-02-25
515,25 ก.พ. 2569,07:00,04:50,0,กฟจ.นครพนม (L),NNA04F-05,501,ฝนตก ลมแรง,สภาพสิ่งแวดล้อม-ฟ้าผ่า,ศจฟ,07:00,04:15,05:00,45,1. ทศวรรษ มังคละคีรี  | 2. ประจล ศรีสุราช  | 3. พงษ์สนิจ ศรีวิชัย  | 4. ภานุวัฒน์ สิงห์ทองไชย,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 40 A.EEI-NEMA TYPE K,3,,2026-02-25
516,25 ก.พ. 2569,08:37,09:52,75,กฟส.นาแก (S),THA04VF-222-4,74,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,08:37,07:56,09:59,123,1. อนาวิน อาจหาญ,รถ : นก-03,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,1,,2026-02-25
517,25 ก.พ. 2569,08:38,09:20,42,กฟส.โพนสวรรค์ (XS),SSK07F-10,447,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,08:38,08:39,09:41,62,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-02-25
518,25 ก.พ. 2569,08:38,09:36,58,กฟส.นาทม (XS),63-033247,166,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,08:38,09:17,09:43,26,1. วราวุธ นาขมิ้น,รถ : นาทม 01,"H.R.C. FUSE, BLADE CONTACT, 80 A",2,,2026-02-25
519,25 ก.พ. 2569,08:40,07:53,0,กฟส.นาแก (S),THA04VF-221-4,2,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,08:40,09:18,09:55,37,1. อนาวิน อาจหาญ,รถ : นก-03,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,1,,2026-02-25
520,25 ก.พ. 2569,08:40,08:50,10,กฟส.ศรีสงคราม (XS),29-005242,389,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,08:40,09:19,11:00,101,1. ปัญจพงษ์ เศรษฐาไชย  | 2. วุฒิชัย เหมเมือง,รถ : ศรีสงคราม 01,"H.R.C. FUSE, BLADE CONTACT, 100 A",1,,2026-02-25
521,25 ก.พ. 2569,09:12,10:00,47,กฟส.นาหว้า (XS),SSK06F-20,92,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:12,09:13,10:00,47,1. อดิเทพ วะราวัง,รถ : นาหว้า 02,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-02-25
522,25 ก.พ. 2569,09:13,09:52,38,กฟส.โพนสวรรค์ (XS),NNA01F-39,2674,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:13,09:15,10:00,45,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-02-25
523,25 ก.พ. 2569,09:33,17:40,487,กฟจ.นครพนม (L),NNA04F-03,277,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:33,09:34,17:42,488,1. กิติศักดิ์ หาราช  | 2. ถวิล เมษาคุณ  | 3. ทศวรรษ มังคละคีรี  | 4. นลธวัช ศรีหาเศษ  | 5. ประจล ศรีสุราช  | 6. ปรีชา เพ็งคำ  | 7. พิพัฒน์ นะระทะ  | 8. ศักดิ์อนันต์ แสนเมือง  | 9. เกรียงไกร ลาหมัน,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-02-25
524,25 ก.พ. 2569,09:51,11:00,69,กฟส.โพนสวรรค์ (XS),NNA01F-41,752,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:51,10:17,11:18,61,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-02-25
525,25 ก.พ. 2569,10:15,09:50,0,กฟจ.นครพนม (L),NNA08VF-034,183,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,10:15,08:30,08:50,20,1. กิติศักดิ์ หาราช  | 2. ถวิล เมษาคุณ  | 3. ทศวรรษ มังคละคีรี  | 4. นลธวัช ศรีหาเศษ  | 5. ประจล ศรีสุราช  | 6. ปรีชา เพ็งคำ  | 7. พิพัฒน์ นะระทะ  | 8. ศักดิ์อนันต์ แสนเมือง  | 9. เกรียงไกร ลาหมัน,รถ : 81-1269 นพ (นพ 03),FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-02-25
526,25 ก.พ. 2569,10:21,11:38,76,กฟส.โพนสวรรค์ (XS),NNA01F-38,1740,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,10:21,10:22,11:44,82,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 40 A.EEI-NEMA TYPE K,3,,2026-02-25
527,25 ก.พ. 2569,10:22,09:20,0,กฟส.นาแก (S),60-011451,17,อากาศปกติ,อุปกรณ์-ทำงานผิดพลาด,ศจฟ,10:22,08:35,09:10,35,1. อนาวิน อาจหาญ,รถ : นก-03,FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,1,,2026-02-25
528,25 ก.พ. 2569,10:23,12:01,97,กฟส.โพนสวรรค์ (XS),36-010823,281,อากาศปกติ,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,10:23,10:25,12:10,105,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,"CABLE,AL,750 V,95 SQ.MM. TIS.293",5,,2026-02-25
529,25 ก.พ. 2569,10:27,10:54,27,กฟส.ปลาปาก (XS),38-016646,33,อากาศปกติ,ต้นไม้-ต้นไม้ล้มทับสาย,ศจฟ,10:27,10:27,11:01,34,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,"CABLE,AL,750 V,50 SQ.MM. TIS.293",4,,2026-02-25
530,25 ก.พ. 2569,10:31,10:37,6,กฟส.นาแก (S),THA04VF-222-2,28,อากาศปกติ,อุปกรณ์-ทำงานผิดพลาด,ศจฟ,10:31,09:10,10:15,65,1. อนาวิน อาจหาญ,รถ : นก-03,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-02-25
531,25 ก.พ. 2569,10:54,11:32,38,กฟส.นาทม (XS),SEK03F-97/1,105,อากาศปกติ,อุปกรณ์-ทำงานผิดพลาด,ศจฟ,10:54,10:55,11:33,38,1. วราวุธ นาขมิ้น,รถ : นาทม 02,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,2,,2026-02-25
532,25 ก.พ. 2569,10:55,11:39,44,กฟส.ศรีสงคราม (XS),46-001042,80,อากาศชื้น / หมอก,อุปกรณ์-ติดตั้งไม่ได้มาตรฐาน,ศจฟ,10:55,10:56,11:58,62,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 01,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-02-25
533,25 ก.พ. 2569,10:56,11:38,42,กฟส.นาหว้า (XS),SSK06F-18/21,2,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุโซนร้อน/ใต้ฝุ่น,ศจฟ,10:56,10:57,11:41,44,1. อดิเทพ วะราวัง  | 2. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-02-25
534,25 ก.พ. 2569,11:01,11:11,10,กฟส.นาแก (S),60-007944,54,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,11:01,10:20,11:10,50,1. อนาวิน อาจหาญ,รถ : นก-03,"H.R.C. FUSE, BLADE CONTACT, 80 A",2,,2026-02-25
535,25 ก.พ. 2569,11:08,13:34,146,กฟส.นาหว้า (XS),37-004513,449,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,11:08,11:09,13:36,147,1. อดิเทพ วะราวัง  | 2. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.",2,,2026-02-25
536,25 ก.พ. 2569,11:09,11:30,20,กฟส.ท่าอุเทน (XS),NNA01VF-223,843,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,11:09,11:19,12:10,51,1. สุรธวัช วุฒิสาร,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,3,,2026-02-25
537,25 ก.พ. 2569,11:09,11:36,27,กฟส.ปลาปาก (XS),54-013350,69,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,11:09,11:10,11:40,30,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,"H.R.C. FUSE, BLADE CONTACT, 80 A",2,,2026-02-25
538,25 ก.พ. 2569,11:12,10:00,0,กฟจ.นครพนม (L),NNB02VF-023,669,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,11:12,09:20,10:30,70,1. กิติศักดิ์ หาราช  | 2. ถวิล เมษาคุณ  | 3. ทศวรรษ มังคละคีรี  | 4. นลธวัช ศรีหาเศษ  | 5. ประจล ศรีสุราช  | 6. ปรีชา เพ็งคำ  | 7. พิพัฒน์ นะระทะ  | 8. ศักดิ์อนันต์ แสนเมือง  | 9. เกรียงไกร ลาหมัน,รถ : นพ 06,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-02-25
539,25 ก.พ. 2569,11:19,17:35,376,กฟจ.นครพนม (L),NNA04F-22,234,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,11:19,11:20,17:37,377,1. กิติศักดิ์ หาราช  | 2. ถวิล เมษาคุณ  | 3. ทศวรรษ มังคละคีรี  | 4. นลธวัช ศรีหาเศษ  | 5. ประจล ศรีสุราช  | 6. ปรีชา เพ็งคำ  | 7. พิพัฒน์ นะระทะ  | 8. ศักดิ์อนันต์ แสนเมือง  | 9. เกรียงไกร ลาหมัน,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-02-25
540,25 ก.พ. 2569,11:37,13:28,111,กฟส.โพนสวรรค์ (XS),SSK09F-09,310,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,11:37,11:39,13:36,117,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-02-25
541,25 ก.พ. 2569,11:44,12:04,20,กฟส.นาแก (S),THA04VF-204-5,85,อากาศปกติ,สัตว์-งู,ศจฟ,11:44,11:10,12:05,55,1. อนาวิน อาจหาญ,รถ : นก-03,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-02-25
542,25 ก.พ. 2569,12:23,14:35,132,กฟส.โพนสวรรค์ (XS),SSK07F-0128,7,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,12:23,12:24,14:50,146,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K,2,,2026-02-25
543,25 ก.พ. 2569,12:31,13:10,38,กฟส.ศรีสงคราม (XS),59-027091,21,อากาศชื้น / หมอก,สัตว์-งู,ศจฟ,12:31,12:32,13:30,58,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 01,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,1,,2026-02-25
544,25 ก.พ. 2569,13:07,13:27,20,กฟส.ปลาปาก (XS),NNA07F-87,355,อากาศปกติ,สัตว์-งู,ศจฟ,13:07,13:05,13:30,25,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-02-25
545,25 ก.พ. 2569,13:28,13:58,29,กฟส.โพนสวรรค์ (XS),SSK09F-07,1879,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,13:28,13:30,14:06,36,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,2,,2026-02-25
546,25 ก.พ. 2569,13:56,17:28,212,กฟจ.นครพนม (L),NNA08VF-034,183,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,13:56,13:57,17:30,213,1. กิติศักดิ์ หาราช  | 2. ถวิล เมษาคุณ  | 3. ทศวรรษ มังคละคีรี  | 4. นลธวัช ศรีหาเศษ  | 5. ประจล ศรีสุราช  | 6. ปรีชา เพ็งคำ  | 7. พิพัฒน์ นะระทะ  | 8. ศักดิ์อนันต์ แสนเมือง  | 9. เกรียงไกร ลาหมัน,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,1,,2026-02-25
547,25 ก.พ. 2569,13:57,17:23,206,กฟจ.นครพนม (L),NNA01VF-059,102,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,13:57,13:58,17:26,208,1. กิติศักดิ์ หาราช  | 2. ถวิล เมษาคุณ  | 3. ทศวรรษ มังคละคีรี  | 4. นลธวัช ศรีหาเศษ  | 5. ประจล ศรีสุราช  | 6. ปรีชา เพ็งคำ  | 7. พิพัฒน์ นะระทะ  | 8. ศักดิ์อนันต์ แสนเมือง  | 9. เกรียงไกร ลาหมัน,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-02-25
548,25 ก.พ. 2569,14:00,14:25,24,กฟส.ธาตุพนม (S),THA02VF-013,339,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,14:00,14:01,14:28,27,1. ศรายุทธ์ ญาติสมบูรณ์,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-02-25
549,25 ก.พ. 2569,14:14,14:25,11,กฟส.นาแก (S),THA04VF-221,1041,อากาศปกติ,สัตว์-งู,ศจฟ,14:14,13:10,14:15,65,1. อนาวิน อาจหาญ,รถ : นก-03,FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,2,,2026-02-25
550,25 ก.พ. 2569,14:15,15:45,90,กฟส.โพนสวรรค์ (XS),15396497,1,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,14:15,14:16,16:03,107,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,"CABLE,CU,PVC,INS.&JAC. 600V, 2X10 SQ.MM.",7,,2026-02-25
551,25 ก.พ. 2569,14:37,15:35,58,กฟส.ธาตุพนม (S),61-014922,176,อากาศปกติ,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,14:37,14:39,15:43,64,1. ศรายุทธ์ ญาติสมบูรณ์,รถ : กระเช้าธาตุพนม,"CABLE,AL,750 V,50 SQ.MM. TIS.293",3,,2026-02-25
552,25 ก.พ. 2569,14:58,15:12,14,กฟส.ปลาปาก (XS),NNA07F-90,6,อากาศปกติ,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,14:58,14:59,15:30,31,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,1,,2026-02-25
553,25 ก.พ. 2569,15:21,15:50,29,กฟส.นาทม (XS),63-033247,166,อากาศปกติ,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,15:21,15:22,16:10,48,1. วราวุธ นาขมิ้น,รถ : นาทม 02,"H.R.C. FUSE, BLADE CONTACT, 80 A",1,,2026-02-25
554,25 ก.พ. 2569,16:13,16:40,27,กฟส.นาทม (XS),54-002759,142,อากาศปกติ,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,16:13,16:14,17:06,52,1. วราวุธ นาขมิ้น,รถ : นาทม 02,"CABLE,AL,750 V,95 SQ.MM. TIS.293",3,,2026-02-25
